ingredient_id,name,strength
16540,PLATANUS OCCIDENTALIS POLLEN,30 [hp_X]/1
16541,POA PRATENSIS POLLEN,30 [hp_X]/1
16542,POPULUS ALBA POLLEN,30 [hp_X]/1
16543,POPULUS DELTOIDES SUBSP. DELTOIDES POLLEN,30 [hp_X]/1
16544,POPULUS DELTOIDES SUBSP. MONILIFERA POLLEN,30 [hp_X]/1
16545,POPULUS TREMULOIDES POLLEN,30 [hp_X]/1
16546,PSEUDOTSUGA MENZIESII POLLEN,30 [hp_X]/1
16547,QUERCUS ALBA POLLEN,30 [hp_X]/1
16548,QUERCUS RUBRA POLLEN,30 [hp_X]/1
16549,QUERCUS VIRGINIANA POLLEN,30 [hp_X]/1
16550,ROBINIA PSEUDOACACIA POLLEN,30 [hp_X]/1
16551,SALIX NIGRA POLLEN,30 [hp_X]/1
16552,SORGHUM HALEPENSE POLLEN,30 [hp_X]/1
16553,TAXODIUM DISTICHUM POLLEN,30 [hp_X]/1
16554,ULMUS AMERICANA POLLEN,30 [hp_X]/1
16555,ULMUS CRASSIFOLIA POLLEN,30 [hp_X]/1
16556,ULMUS PUMILA POLLEN,30 [hp_X]/1
16557,ULMUS RUBRA POLLEN,30 [hp_X]/1
16558,OLIVE OIL,16 g/100mL
16559,SOYBEAN OIL,4 g/100mL
16560,BLATTA ORIENTALIS,30 [hp_X]/mL
16561,DERMATOPHAGOIDES FARINAE,30 [hp_X]/mL
16562,DERMATOPHAGOIDES PTERONYSSINUS,30 [hp_X]/mL
16563,HOUSE DUST,30 [hp_X]/mL
16564,PERIPLANETA AMERICANA,30 [hp_X]/mL
16565,ZINC OXIDE,177 mg/mL
16566,TITANIUM DIOXIDE,65 mg/g
16567,MENTHOL,1.5 g/100g
16568,ZINC OXIDE,8.7 g/100g
16569,GALPHIMIA GLAUCA FLOWERING TOP,30 [hp_X]/mL
16570,HISTAMINE DIHYDROCHLORIDE,200 [hp_X]/mL
16571,LUFFA OPERCULATA FRUIT,30 [hp_X]/mL
16572,SULFUR,200 [hp_X]/mL
16573,SAMBUCUS NIGRA FLOWERING TOP,5 [hp_X]/1
16574,ACONITUM NAPELLUS,30 [hp_X]/g
16575,ANTIMONY TRISULFIDE,6 [hp_X]/g
16576,HYDROFLUORIC ACID,10 [hp_X]/1
16577,PETROLATUM,10 [hp_X]/1
16578,SEPIA OFFICINALIS JUICE,10 [hp_X]/1
16579,TOXICODENDRON PUBESCENS LEAF,8 [hp_X]/1
16580,ARABICA COFFEE BEAN,12 [hp_X]/1
16581,AVENA SATIVA FLOWERING TOP,2 [hp_X]/1
16582,PASSIFLORA INCARNATA FLOWERING TOP,3 [hp_X]/1
16583,SEPIA OFFICINALIS JUICE,4 [hp_X]/1
16584,VALERIAN,2 [hp_X]/1
16585,RHODODENDRON TOMENTOSUM LEAFY TWIG,6 [hp_X]/1
16586,MERCURIUS SOLUBILIS,12 [hp_X]/1
16587,SODIUM BORATE,8 [hp_X]/1
16588,GALPHIMIA GLAUCA FLOWERING TOP,3 [hp_X]/20mL
16589,HISTAMINE DIHYDROCHLORIDE,12 [hp_X]/20mL
16590,LUFFA OPERCULATA FRUIT,3 [hp_X]/20mL
16591,SULFUR,11 [hp_X]/20mL
16592,AMBROSIA ARTEMISIIFOLIA WHOLE,4 [hp_X]/20mL
16593,EUPHRASIA STRICTA,4 [hp_X]/20mL
16594,GALPHIMIA GLAUCA FLOWERING TOP,4 [hp_X]/20mL
16595,HISTAMINE DIHYDROCHLORIDE,8 [hp_X]/20mL
16596,SCHOENOCAULON OFFICINALE SEED,4 [hp_X]/20mL
16597,SULFUR,4 [hp_X]/20mL
16598,ACHILLEA MILLEFOLIUM,2 [hp_X]/g
16599,ARNICA MONTANA,1 [hp_X]/g
16600,ATROPA BELLADONNA,2 [hp_X]/g
16601,BAPTISIA TINCTORIA ROOT,4 [hp_X]/g
16602,HAMAMELIS VIRGINIANA ROOT BARK/STEM BARK,2 [hp_X]/g
16603,MATRICARIA RECUTITA,2 [hp_X]/g
16604,SULFUR,10 [hp_X]/1
16605,VINCETOXICUM HIRUNDINARIA ROOT,30 [hp_X]/1
16606,SALICYLIC ACID,5 g/1000mL
16607,OCTINOXATE,35 mg/mL
16608,LENVATINIB,10 mg/1
16609,ZINC OXIDE,10.5 g/100g
16610,NELFINAVIR MESYLATE,625 mg/1
16611,STRYCHNOS IGNATII SEED,30 [hp_X]/g
16612,BRIGATINIB,90 mg/1
16613,SALICYLIC ACID,4 mg/1
16614,PULSATILLA VULGARIS,30 [hp_X]/g
16615,ASCORBIC ACID,250 mg/1
16616,CYANOCOBALAMIN,10 ug/1
16617,FERROUS FUMARATE,66 mg/1
16618,AILANTHUS ALTISSIMA FRUIT,6 [hp_X]/59mL
16619,CROTON TIGLIUM SEED,8 [hp_X]/59mL
16620,ECHINACEA PURPUREA WHOLE,2 [hp_X]/59mL
16621,TOXICODENDRON DIVERSILOBUM LEAF,6 [hp_X]/59mL
16622,URTICA DIOICA SUBSP. DIOICA LEAF,6 [hp_X]/59mL
16623,XEROPHYLLUM ASPHODELOIDES WHOLE,12 [hp_X]/59mL
16624,ACER NEGUNDO ROOT BARK,6 [hp_X]/59mL
16625,AMBROSIA ARTEMISIIFOLIA WHOLE,6 [hp_X]/59mL
16626,BASSIA SCOPARIA FRUIT,6 [hp_X]/59mL
16627,CARYA LACINIOSA BARK,6 [hp_X]/59mL
16628,CYNODON DACTYLON WHOLE,6 [hp_X]/59mL
16629,ELM,6 [hp_X]/59mL
16630,ENGLISH WALNUT,6 [hp_X]/59mL
16631,FRAXINUS LATIFOLIA WHOLE,6 [hp_X]/59mL
16632,IVA ANGUSTIFOLIA WHOLE,6 [hp_X]/59mL
16633,LIGUSTRUM LUCIDUM SEED,6 [hp_X]/59mL
16634,MEDICAGO SATIVA WHOLE,6 [hp_X]/59mL
16635,MILLETTIA PINNATA WHOLE,6 [hp_X]/59mL
16636,NEUROTENSIN,6 [hp_X]/59mL
16637,POPULUS TREMULOIDES POLLEN,6 [hp_X]/59mL
16638,QUERCUS KELLOGGII POLLEN,6 [hp_X]/59mL
16639,RUMEX CRISPUS ROOT,6 [hp_X]/59mL
16640,SAGE,6 [hp_X]/59mL
16641,SUAEDA MARITIMA FLOWERING TOP,6 [hp_X]/59mL
16642,SYMPHORICARPOS ALBUS FRUIT,6 [hp_X]/59mL
16643,WHITE MULBERRY,6 [hp_X]/59mL
16644,ACACIA,6 [hp_X]/59mL
16645,ATRIPLEX POLYCARPA WHOLE,6 [hp_X]/59mL
16646,EUCALYPTUS GUM,6 [hp_X]/59mL
16647,OLEA EUROPAEA FLOWER,6 [hp_X]/59mL
16648,SYAGRUS ROMANZOFFIANA WHOLE,6 [hp_X]/59mL
16649,RUTA GRAVEOLENS FLOWERING TOP,30 [hp_X]/g
16650,EPINEPHRINE,9 [hp_X]/29.5mL
16651,GOLD,12 [hp_X]/59mL
16652,LITHIUM CARBONATE,6 [hp_X]/59mL
16653,SEROTONIN,16 [hp_X]/59mL
16654,SUS SCROFA PINEAL GLAND,6 [hp_X]/59mL
16655,ANHYDROUS DIBASIC CALCIUM PHOSPHATE,12 [hp_X]/59mL
16656,CAUSTICUM,12 [hp_X]/59mL
16657,FERROSOFERRIC PHOSPHATE,12 [hp_X]/59mL
16658,PULSATILLA MONTANA WHOLE,12 [hp_X]/59mL
16659,BLACK COHOSH,6 [hp_X]/59mL
16660,CAULOPHYLLUM THALICTROIDES ROOT,3 [hp_X]/59mL
16661,FERULA ASSA-FOETIDA RESIN,12 [hp_X]/59mL
16662,HUMAN CHOLECYSTOKININ-33,30 [hp_X]/59mL
16663,LACHESIS MUTA VENOM,16 [hp_X]/59mL
16664,SEPIA OFFICINALIS JUICE,16 [hp_X]/59mL
16665,HUMAN CHOLECYSTOKININ-33,12 [hp_X]/59mL
16666,LIQUID PETROLEUM,60 [hp_X]/59mL
16667,PASSIFLORA INCARNATA FLOWERING TOP,2 [hp_X]/59mL
16668,STRYCHNOS IGNATII SEED,3 [hp_X]/59mL
16669,SULFUR,60 [hp_X]/59mL
16670,ARABICA COFFEE BEAN,6 [hp_X]/59mL
16671,ARTEMISIA ANNUA FLOWERING TOP,1 [hp_X]/59mL
16672,AVENA SATIVA FLOWERING TOP,2 [hp_X]/59mL
16673,PASSIFLORA INCARNATA FLOWERING TOP,6 [hp_X]/59mL
16674,PAULLINIA CUPANA SEED,24 [hp_X]/59mL
16675,VALERIAN,1 [hp_X]/59mL
16676,ZINC,3 [hp_X]/59mL
16677,ADENOSINE TRIPHOSPHATE,30 [hp_X]/59mL
16678,ALPHA LIPOIC ACID,30 [hp_X]/59mL
16679,ANHYDROUS CITRIC ACID,8 [hp_X]/59mL
16680,ANHYDROUS DEXTROSE,12 [hp_X]/59mL
16681,CALCIUM PYRUVATE,12 [hp_X]/59mL
16682,CARBON DIOXIDE,200 [hp_X]/59mL
16683,CARNITINE,30 [hp_X]/59mL
16684,COENZYME A,8 [hp_X]/59mL
16685,DALOTUZUMAB,200 [hp_X]/59mL
16686,GERMANIUM,12 [hp_X]/59mL
16687,"LACTIC ACID, DL-",30 [hp_X]/59mL
16688,NADH,8 [hp_X]/59mL
16689,PHOSPHORUS,9 [hp_X]/59mL
16690,RIBOFLAVIN,30 [hp_X]/59mL
16691,UBIDECARENONE,30 [hp_X]/59mL
16692,VITIS VINIFERA SEED,6 [hp_X]/59mL
16693,ALBUMIN HUMAN,12 [hp_X]/59mL
16694,BERBERIS VULGARIS ROOT BARK,6 [hp_X]/59mL
16695,RHODODENDRON TOMENTOSUM LEAFY TWIG,12 [hp_X]/59mL
16696,ARSENIC TRIOXIDE,30 [hp_X]/59mL
16697,BARIUM CARBONATE,30 [hp_X]/59mL
16698,GRAPHITE,30 [hp_X]/59mL
16699,IODINE,30 [hp_X]/59mL
16700,MERCURIUS SOLUBILIS,30 [hp_X]/59mL
16701,"OYSTER SHELL CALCIUM CARBONATE, CRUDE",30 [hp_X]/59mL
16702,PHOSPHORUS,30 [hp_X]/59mL
16703,SCABIES LESION LYSATE (HUMAN),30 [hp_X]/59mL
16704,SULFUR,30 [hp_X]/59mL
16705,"LACTIC ACID, DL-",4 [hp_X]/59mL
16706,NAJA NAJA VENOM,12 [hp_X]/59mL
16707,"OYSTER SHELL CALCIUM CARBONATE, CRUDE",12 [hp_X]/59mL
16708,SCROPHULARIA NODOSA WHOLE,4 [hp_X]/59mL
16709,SODIUM SULFATE,12 [hp_X]/59mL
16710,SOLANUM DULCAMARA WHOLE,12 [hp_X]/59mL
16711,ARGININE,3 [hp_X]/59mL
16712,GLUCOSAMINE SULFATE,6 [hp_X]/59mL
16713,LEVOCARNITINE,3 [hp_X]/59mL
16714,ORNITHINE,3 [hp_X]/59mL
16715,VANADIUM,6 [hp_X]/59mL
16716,DIGITALIS,6 [hp_X]/59mL
16717,DRIMIA MARITIMA BULB,6 [hp_X]/59mL
16718,HAWTHORN LEAF WITH FLOWER,2 [hp_X]/59mL
16719,KALMIA LATIFOLIA LEAF,3 [hp_X]/59mL
16720,NITROGLYCERIN,6 [hp_X]/59mL
16721,PHOSPHORUS,5 [hp_X]/59mL
16722,SELENICEREUS GRANDIFLORUS STEM,3 [hp_X]/59mL
16723,SPIGELIA MARILANDICA ROOT,6 [hp_X]/59mL
16724,AKEBIA STEM,1 [hp_X]/59mL
16725,ANGELICA ACUTILOBA ROOT,3 [hp_X]/59mL
16726,CROCUS SATIVUS FLOWER,1 [hp_X]/59mL
16727,FRITILLARIA DELAVAYI WHOLE,1 [hp_X]/59mL
16728,GARDENIA JASMINOIDES FRUIT,1 [hp_X]/59mL
16729,LEUZEA RHAPONTICA ROOT,1 [hp_X]/59mL
16730,PAEONIA LACTIFLORA ROOT,1 [hp_X]/59mL
16731,SALVIA MILTIORRHIZA ROOT,1 [hp_X]/59mL
16732,SCUTELLARIA BAICALENSIS ROOT,1 [hp_X]/59mL
16733,ALPINIA OXYPHYLLA FRUIT,1 [hp_X]/59mL
16734,DESCURAINIA SOPHIA SEED,1 [hp_X]/59mL
16735,GLYCYRRHIZA INFLATA ROOT,1 [hp_X]/59mL
16736,HOUTTUYNIA CORDATA WHOLE,1 [hp_X]/59mL
16737,IMPERATA CYLINDRICA ROOT,1 [hp_X]/59mL
16738,LAMINARIA JAPONICA,1 [hp_X]/59mL
16739,MORUS ALBA LEAF,1 [hp_X]/59mL
16740,PRUNUS ARMENIACA SEED,1 [hp_X]/59mL
16741,PUMICE,1 [hp_X]/59mL
16742,SARGASSUM PALLIDUM,1 [hp_X]/59mL
16743,STEMONA TUBEROSA ROOT,1 [hp_X]/59mL
16744,TRICHOSANTHES KIRILOWII SEED,1 [hp_X]/59mL
16745,ABUTILON THEOPHRASTI SEED,30 [hp_X]/59mL
16746,ACONITUM CARMICHAELI LATERAL ROOT,30 [hp_X]/59mL
16747,ARTEMISIA ANNUA FLOWERING TOP,30 [hp_X]/59mL
16748,ASIAN GINSENG,30 [hp_X]/59mL
16749,SALIX ALBA BARK,1 [hp_X]/59mL
16750,ACONITUM CARMICHAELI LATERAL ROOT,4 [hp_X]/59mL
16751,DATURA METEL FLOWER,3 [hp_X]/59mL
16752,RANUNCULUS BULBOSUS ROOT,4 [hp_X]/59mL
16753,SCUTELLARIA BAICALENSIS ROOT,2 [hp_X]/59mL
16754,AVENA SATIVA FLOWERING TOP,1 [hp_X]/59mL
16755,CICUTA VIROSA WHOLE,4 [hp_X]/59mL
16756,DELPHINIUM STAPHISAGRIA SEED,4 [hp_X]/59mL
16757,DICENTRA CANADENSIS ROOT,3 [hp_X]/59mL
16758,FERULA ASSA-FOETIDA RESIN,3 [hp_X]/59mL
16759,FERULA SUMBUL ROOT,6 [hp_X]/59mL
16760,GAULTHERIA PROCUMBENS TOP,4 [hp_X]/59mL
16761,HYOSCYAMUS NIGER,3 [hp_X]/59mL
16762,STRYCHNOS IGNATII SEED,4 [hp_X]/59mL
16763,VALERIAN,3 [hp_X]/59mL
16764,ANGELICA ARCHANGELICA ROOT,2 [hp_X]/59mL
16765,ANGELICA PUBESCENS ROOT,2 [hp_X]/59mL
16766,ARNICA MONTANA WHOLE,8 [hp_X]/59mL
16767,BABESIA MICROTI,12 [hp_X]/59mL
16768,BORRELIA BURGDORFERI,12 [hp_X]/59mL
16769,BOVINE TYPE II COLLAGEN (TRACHEAL CARTILAGE),3 [hp_X]/59mL
16770,EHRLICHIA CHAFFEENSIS,12 [hp_X]/59mL
16771,GAMBIR,2 [hp_X]/59mL
16772,LATIGLUTENASE,8 [hp_X]/59mL
16773,LATRODECTUS MACTANS,10 [hp_X]/59mL
16774,"MAGNESIUM PHOSPHATE, DIBASIC TRIHYDRATE",2 [hp_X]/59mL
16775,MANGANESE,3 [hp_X]/59mL
16776,OXALIC ACID,8 [hp_X]/59mL
16777,PHYTOLACCA AMERICANA ROOT,4 [hp_X]/59mL
16778,POTASSIUM CHLORIDE,3 [hp_X]/59mL
16779,RICKETTSIA AKARI,12 [hp_X]/59mL
16780,TREPONEMIC SKIN CANKER HUMAN,12 [hp_X]/59mL
16781,YUCCA FILAMENTOSA WHOLE,3 [hp_X]/59mL
16782,ARNICA MONTANA WHOLE,5 [hp_X]/59mL
16783,BLACK COHOSH,5 [hp_X]/59mL
16784,CAULOPHYLLUM THALICTROIDES ROOT,5 [hp_X]/59mL
16785,GELSEMIUM SEMPERVIRENS ROOT,5 [hp_X]/59mL
16786,PULSATILLA MONTANA WHOLE,5 [hp_X]/59mL
16787,BRYONIA ALBA ROOT,4 [hp_X]/59mL
16788,CLAVICEPS PURPUREA SCLEROTIUM,3 [hp_X]/59mL
16789,CYCLAMEN PURPURASCENS TUBER,3 [hp_X]/59mL
16790,IRIS VERSICOLOR ROOT,6 [hp_X]/59mL
16791,SPIGELIA ANTHELMIA WHOLE,2 [hp_X]/59mL
16792,TANACETUM PARTHENIUM WHOLE,6 [hp_X]/59mL
16793,TANACETUM VULGARE TOP,3 [hp_X]/59mL
16794,BAPTISIA TINCTORIA WHOLE,30 [hp_X]/59mL
16795,BOVINE TUBERCULIN,30 [hp_X]/59mL
16796,CALCIUM SULFATE ANHYDROUS,30 [hp_X]/59mL
16797,ESCHERICHIA COLI,200 [hp_X]/59mL
16798,FERROSOFERRIC PHOSPHATE,30 [hp_X]/59mL
16799,POTASSIUM CARBONATE,30 [hp_X]/59mL
16800,QUININE ARSENITE,30 [hp_X]/59mL
16801,"SPONGIA OFFICINALIS SKELETON, ROASTED",30 [hp_X]/59mL
16802,THERIDION CURASSAVICUM,30 [hp_X]/59mL
16803,TIN,30 [hp_X]/59mL
16804,WOOD CREOSOTE,30 [hp_X]/59mL
16805,ARSENIC TRIOXIDE,200 [hp_X]/59mL
16806,ASTERIAS RUBENS,30 [hp_X]/59mL
16807,CLAVICEPS PURPUREA SCLEROTIUM,60 [hp_X]/59mL
16808,COMFREY ROOT,6 [hp_X]/59mL
16809,CROTALUS HORRIDUS HORRIDUS VENOM,30 [hp_X]/59mL
16810,GOLD TRICHLORIDE,6 [hp_X]/59mL
16811,HEKLA LAVA,8 [hp_X]/59mL
16812,HUMAN BREAST TUMOR CELL,100 [hp_X]/59mL
16813,"LACTIC ACID, L-",15 [hp_X]/59mL
16814,LIQUID PETROLEUM,200 [hp_X]/59mL
16815,MELANDRIN,100 [hp_X]/59mL
16816,SULFUR,200 [hp_X]/59mL
16817,THUJA OCCIDENTALIS LEAF,30 [hp_X]/59mL
16818,ACETIC ACID,6 [hp_X]/59mL
16819,ACTIVATED CHARCOAL,30 [hp_X]/59mL
16820,SAMBUCUS NIGRA FLOWERING TOP,6 [hp_X]/59mL
16821,VERATRUM ALBUM ROOT,12 [hp_X]/59mL
16822,.GAMMA.-AMINOBUTYRIC ACID,3 [hp_X]/59mL
16823,AMARYLLIS BELLADONNA WHOLE,30 [hp_X]/59mL
16824,AMBERGRIS,30 [hp_X]/59mL
16825,BARIUM CHLORIDE DIHYDRATE,30 [hp_X]/59mL
16826,BOS TAURUS HYPOTHALAMUS,6 [hp_X]/59mL
16827,BOS TAURUS PANCREAS,6 [hp_X]/59mL
16828,"COFFEA ARABICA SEED, ROASTED",30 [hp_X]/59mL
16829,DATURA STRAMONIUM,30 [hp_X]/59mL
16830,GONORRHEAL URETHRAL SECRETION HUMAN,30 [hp_X]/59mL
16831,INSULIN GLULISINE,30 [hp_X]/59mL
16832,LYCOPODIUM CLAVATUM SPORE,30 [hp_X]/59mL
16833,SILVER NITRATE,30 [hp_X]/59mL
16834,VERATRUM ALBUM ROOT,30 [hp_X]/59mL
16835,ASIAN GINSENG,3 [hp_X]/118mL
16836,BEE POLLEN,2 [hp_X]/118mL
16837,CORTICOTROPIN,6 [hp_X]/118mL
16838,EPHEDRA DISTACHYA FLOWERING TWIG,6 [hp_X]/118mL
16839,EPINEPHRINE,12 [hp_X]/118mL
16840,GLYCYRRHIZA GLABRA,1 [hp_X]/118mL
16841,PAULLINIA CUPANA SEED,3 [hp_X]/118mL
16842,ROSA CANINA FRUIT,3 [hp_X]/118mL
16843,SODIUM CHLORIDE,12 [hp_X]/118mL
16844,SUS SCROFA ADRENAL GLAND,6 [hp_X]/118mL
16845,BEEF HEART,6 [hp_X]/118mL
16846,BEEF LIVER,6 [hp_X]/118mL
16847,CYANOCOBALAMIN,4 [hp_X]/118mL
16848,LATIGLUTENASE,2 [hp_X]/118mL
16849,NIACIN,3 [hp_X]/118mL
16850,PANTOTHENIC ACID,3 [hp_X]/118mL
16851,PYRIDOXINE,6 [hp_X]/118mL
16852,RIBOFLAVIN,6 [hp_X]/118mL
16853,THIAMINE,4 [hp_X]/118mL
16854,"YEAST, UNSPECIFIED",2 [hp_X]/118mL
16855,"1,2-DISTEAROYL-SN-GLYCERO-3-PHOSPHOCHOLINE",2 [hp_X]/118mL
16856,BERBERIS VULGARIS ROOT BARK,3 [hp_X]/118mL
16857,BOS TAURUS OVARY,16 [hp_X]/118mL
16858,BOS TAURUS TESTICLE,16 [hp_X]/118mL
16859,BUFO BUFO CUTANEOUS GLAND,6 [hp_X]/118mL
16860,CHASTE TREE FRUIT,3 [hp_X]/118mL
16861,FERRIC CATION,4 [hp_X]/118mL
16862,GLYCERIN,1 [hp_X]/118mL
16863,IODINE,3 [hp_X]/118mL
16864,PASSIFLORA INCARNATA FLOWERING TOP,1 [hp_X]/118mL
16865,PULSATILLA MONTANA WHOLE,4 [hp_X]/118mL
16866,SAW PALMETTO,3 [hp_X]/118mL
16867,SELENIUM,6 [hp_X]/118mL
16868,SODIUM CHLORIDE,4 [hp_X]/118mL
16869,STRYCHNOS IGNATII SEED,3 [hp_X]/118mL
16870,TURNERA DIFFUSA LEAF,1 [hp_X]/118mL
16871,VANILLA BEAN,1 [hp_X]/118mL
16872,YOHIMBINE,3 [hp_X]/118mL
16873,ZINC VALERATE DIHYDRATE,6 [hp_X]/118mL
16874,ADEMETIONINE,3 [hp_X]/118mL
16875,ADENOSINE TRIPHOSPHATE,6 [hp_X]/118mL
16876,BOS TAURUS LIMBIC SYSTEM,8 [hp_X]/118mL
16877,CALCIUM LACTATE,9 [hp_X]/118mL
16878,FERROUS CATION,12 [hp_X]/118mL
16879,FOLIC ACID,6 [hp_X]/118mL
16880,GLUTATHIONE,12 [hp_X]/118mL
16881,HYPERICUM PERFORATUM WHOLE,6 [hp_X]/118mL
16882,MAGNESIUM GLUCONATE,15 [hp_X]/118mL
16883,METHIONINE,4 [hp_X]/118mL
16884,NIACIN,6 [hp_X]/118mL
16885,PHOSPHATIDYL SERINE,6 [hp_X]/118mL
16886,"PHOSPHATIDYLCHOLINE, SOYBEAN",6 [hp_X]/118mL
16887,POTASSIUM GLUCONATE,15 [hp_X]/118mL
16888,THIAMINE,8 [hp_X]/118mL
16889,ZINC GLUCONATE,9 [hp_X]/118mL
16890,BOS TAURUS BONE,30 [hp_X]/59mL
16891,BOS TAURUS GINGIVA,30 [hp_X]/59mL
16892,CANARIUM ALBUM ROOT,30 [hp_X]/59mL
16893,ISATIS TINCTORIA ROOT,30 [hp_X]/59mL
16894,TILLETIA CARIES,30 [hp_X]/59mL
16895,TREPONEMA DENTICOLA,30 [hp_X]/59mL
16896,CANDIDA ALBICANS,100 [hp_X]/59mL
16897,INFLUENZA A VIRUS A/SOUTH AUSTRALIA/55/2014 IVR-175 (H3N2) NEURAMINIDASE ANTIGEN (PROPIOLACTONE INACTIVATED),12 [hp_X]/59mL
16898,ATROPINE SULFATE,6 [hp_X]/59mL
16899,BERBERIS VULGARIS ROOT BARK,3 [hp_X]/59mL
16900,CHELIDONIUM MAJUS WHOLE,3 [hp_X]/59mL
16901,GINGER,2 [hp_X]/59mL
16902,"MAGNESIUM PHOSPHATE, DIBASIC TRIHYDRATE",8 [hp_X]/59mL
16903,MILK THISTLE,2 [hp_X]/59mL
16904,SILVER NITRATE,9 [hp_X]/59mL
16905,BOS TAURUS OVARY,6 [hp_X]/59mL
16906,PRASTERONE,6 [hp_X]/59mL
16907,PREGNENOLONE,6 [hp_X]/59mL
16908,BOS TAURUS SPINAL CORD,6 [hp_X]/59mL
16909,CALCIUM CATION,3 [hp_X]/59mL
16910,GLUCOSAMINE SULFATE,2 [hp_X]/59mL
16911,"MAGNESIUM PHOSPHATE, DIBASIC TRIHYDRATE",6 [hp_X]/59mL
16912,BOS TAURUS INTERVERTEBRAL DISC,6 [hp_X]/59mL
16913,ALOE,6 [hp_X]/59mL
16914,BACILLUS ANTHRACIS IMMUNOSERUM RABBIT,30 [hp_X]/59mL
16915,CALCIUM SULFIDE,6 [hp_X]/59mL
16916,CANIS LUPUS FAMILIARIS MILK,30 [hp_X]/59mL
16917,CLOSTRIDIUM BOTULINUM,30 [hp_X]/59mL
16918,COW MILK,30 [hp_X]/59mL
16919,DELPHINIUM STAPHISAGRIA SEED,30 [hp_X]/59mL
16920,DIPHTHERIAL RESPIRATORY PSEUDOMEMBRANE HUMAN,30 [hp_X]/59mL
16921,ESCHERICHIA COLI,30 [hp_X]/59mL
16922,EUCALYPTOL,30 [hp_X]/59mL
16923,GARLIC,12 [hp_X]/59mL
16924,GOLDENSEAL,6 [hp_X]/59mL
16925,RANCID BEEF,30 [hp_X]/59mL
16926,STAPHYLOCOCCUS AUREUS,30 [hp_X]/59mL
16927,STREPTOCOCCUS PYOGENES,30 [hp_X]/59mL
16928,TREPONEMIC SKIN CANKER HUMAN,30 [hp_X]/59mL
16929,ACETONE,30 [hp_X]/59mL
16930,ACRYLIC ACID,30 [hp_X]/59mL
16931,AMMONIUM CATION,6 [hp_X]/59mL
16932,BENZENE,30 [hp_X]/59mL
16933,CAMPHOR (NATURAL),6 [hp_X]/59mL
16934,CARBON TETRACHLORIDE,30 [hp_X]/59mL
16935,FORMALDEHYDE SOLUTION,30 [hp_X]/59mL
16936,LACHESIS MUTA VENOM,12 [hp_X]/59mL
16937,LIQUID PETROLEUM,30 [hp_X]/59mL
16938,METHYL ETHYL KETONE,30 [hp_X]/59mL
16939,NAPHTHALENE,30 [hp_X]/59mL
16940,SULFURIC ACID,6 [hp_X]/59mL
16941,TERT-BUTYL METHYL ETHER,30 [hp_X]/59mL
16942,TRICHLOROETHYLENE,30 [hp_X]/59mL
16943,ACTIVATED CHARCOAL,30 [hp_X]/29.5mL
16944,APIS MELLIFERA,30 [hp_X]/29.5mL
16945,ARTEMISIA CINA PRE-FLOWERING TOP,30 [hp_X]/29.5mL
16946,CARPINUS BETULUS FLOWER,3 [hp_X]/29.5mL
16947,CENTAURIUM ERYTHRAEA FLOWERING TOP,3 [hp_X]/29.5mL
16948,CERATOSTIGMA WILLMOTTIANUM FLOWERING TOP,3 [hp_X]/29.5mL
16949,DELPHINIUM STAPHISAGRIA SEED,30 [hp_X]/29.5mL
16950,POTASSIUM ALUM,30 [hp_X]/29.5mL
16951,"POTASSIUM PHOSPHATE, UNSPECIFIED FORM",3 [hp_X]/29.5mL
16952,PULSATILLA MONTANA WHOLE,30 [hp_X]/29.5mL
16953,SALIX ALBA FLOWERING TOP,3 [hp_X]/29.5mL
16954,SEPIA OFFICINALIS JUICE,30 [hp_X]/29.5mL
16955,SODIUM CHLORIDE,3 [hp_X]/29.5mL
16956,"SPONGIA OFFICINALIS SKELETON, ROASTED",30 [hp_X]/29.5mL
16957,VERATRUM ALBUM ROOT,30 [hp_X]/29.5mL
16958,ACONITUM NAPELLUS WHOLE,30 [hp_X]/29.5mL
16959,CAUSTICUM,30 [hp_X]/29.5mL
16960,"COFFEA ARABICA SEED, ROASTED",30 [hp_X]/29.5mL
16961,FAGUS SYLVATICA FLOWERING TOP,3 [hp_X]/29.5mL
16962,GOLD,30 [hp_X]/29.5mL
16963,IMPATIENS GLANDULIFERA FLOWER,3 [hp_X]/29.5mL
16964,"MAGNESIUM PHOSPHATE, DIBASIC TRIHYDRATE",3 [hp_X]/29.5mL
16965,SAFFRON,30 [hp_X]/29.5mL
16966,SILICON DIOXIDE,3 [hp_X]/29.5mL
16967,VERBENA OFFICINALIS FLOWERING TOP,3 [hp_X]/29.5mL
16968,AMARYLLIS BELLADONNA WHOLE,6 [hp_X]/29.5mL
16969,LYTTA VESICATORIA,6 [hp_X]/29.5mL
16970,CYSTEINE,15 [hp_X]/59mL
16971,VERONICASTRUM VIRGINICUM WHOLE,15 [hp_X]/59mL
16972,LEUCINE,15 [hp_X]/59mL
16973,LYSINE,15 [hp_X]/59mL
16974,CALCIUM FLUORIDE,6 [hp_X]/59mL
16975,FERROSOFERRIC PHOSPHATE,6 [hp_X]/59mL
16976,SILICON,6 [hp_X]/59mL
16977,FERROUS CATION,6 [hp_X]/59mL
16978,APIS MELLIFERA,12 [hp_X]/29.5mL
16979,BETULA PUBESCENS WHOLE,2 [hp_X]/29.5mL
16980,CALCIUM FLUORIDE,6 [hp_X]/29.5mL
